frame,id,x1,y1,x2,y2
1,1,1256.97,876.828,1303.82,1002.54
1,2,1471.37,873.954,1497.54,954.569
1,3,801.819,896.181,826.099,954.167
1,4,286.929,573.733,2521.03,1123.51
1,5,750.85,914.759,815.615,1068.13
1,6,2323.05,841.239,2360.69,933.279
1,7,2313.06,855.733,2344.93,930.271
1,8,765.442,907.924,811.014,1015.04
1,9,1127.12,848.611,1162.32,949.73
1,10,1042.17,931.462,1091.25,1085.3
1,11,880.219,900.32,919.673,1050.81
1,12,2272.14,880.934,2296.06,938.195
1,13,792.407,877.915,812.663,913.541
1,14,770.03,964.07,794.174,1006.11
1,15,772.214,940.741,800.804,1013.13
1,16,1580.37,954.627,1605.4,1009.68
1,17,882.129,898.772,909.151,965.357
1,18,476.484,857.171,984.255,1038.25
1,19,952.714,765.097,2530.25,1107.74
1,20,784.802,910.032,815.084,1005.79
1,21,1516.07,960.115,1604.16,1114.39
1,22,749.009,1041.19,762.948,1071.02
1,23,329.205,820.818,1974.76,1123.49
1,24,1010.5,841.517,1040.48,943.995
1,25,429.127,768.657,1188.73,1122.2
1,26,827.378,863.261,863.195,981.864
1,27,597.326,869.346,633.153,968.328
1,28,533.771,894.701,589.407,1045.13
2,1,1258.17,877.038,1310.2,1002.9
2,2,1473.29,872.814,1501.17,948.918
2,3,805.73,897.042,827.102,949.876
2,4,411.763,708.924,2546.91,1116.95
2,6,2323.03,841.233,2361.46,934.196
2,7,2314.31,853.831,2346.06,932.086
2,8,763.658,907.493,813.6,1045.29
2,9,1126.62,847.444,1164.66,950.761
2,10,1041.77,932.094,1090.75,1084.43
2,11,877.821,902.127,918.092,1056.69
2,12,2273.86,878.767,2298.01,933.407
2,13,791.665,879.835,809.624,912.413
2,14,770.992,970.857,794.104,1005.93
2,15,769.321,947.26,799.734,1008.21
2,17,882.411,897.633,907.679,954.337
2,21,1515.46,956.59,1613.82,1114.2
2,22,753.333,1040.53,766.417,1071.57
2,24,1009.0,840.298,1041.2,941.246
2,25,186.699,807.322,1487.97,1118.75
2,26,830.682,862.583,866.77,982.206
2,27,598.054,870.218,632.799,965.362
2,28,535.28,895.188,589.826,1045.74
2,29,778.39,895.744,802.61,938.49
2,30,587.616,869.194,607.076,960.052
2,31,791.042,896.102,818.943,951.403
2,32,1670.26,860.626,1697.96,893.009
2,33,2307.77,861.593,2333.91,928.768
2,34,802.529,897.152,823.643,985.876
3,1,1256.51,875.482,1313.31,1003.05
3,2,1475.99,873.756,1503.66,948.516
3,3,801.965,894.694,825.568,959.316
3,4,385.568,694.192,2545.54,1129.55
3,5,761.56,906.948,815.378,1069.75
3,6,2319.18,844.098,2361.35,934.012
3,7,2314.0,853.925,2344.65,931.0
3,9,1127.33,847.269,1163.19,950.037
3,10,1041.53,930.002,1090.68,1085.67
3,11,879.842,900.862,920.163,1051.09
3,12,2274.22,877.963,2299.08,933.794
3,17,884.191,898.171,906.312,952.984
3,18,472.089,860.116,973.721,1037.83
3,19,775.906,743.747,2540.33,1009.06
3,21,1520.48,954.407,1617.42,1107.99
3,22,753.536,1037.76,772.495,1077.63
3,23,325.403,809.964,1910.5,1097.58
3,24,1010.29,840.474,1042.28,938.526
3,25,430.568,767.225,1197.51,1125.64
3,26,830.614,862.533,868.768,983.638
3,27,598.621,869.803,634.818,963.62
3,28,538.254,894.776,589.345,1044.13
3,30,586.94,871.343,607.188,959.251
3,33,2306.88,862.385,2333.68,928.343
3,34,806.766,881.58,832.725,969.242
3,35,886.845,900.311,917.576,994.853
3,36,585.047,864.327,636.936,1014.87
4,1,1256.44,873.039,1311.82,1003.33
4,2,1477.78,877.489,1513.22,951.711
4,3,796.904,872.294,824.195,960.978
4,4,270.531,753.741,2559.07,1261.83
4,5,765.465,907.282,813.709,1061.62
4,6,2321.88,841.037,2362.68,934.885
4,8,772.339,923.454,809.219,1017.65
4,9,1127.93,847.673,1163.64,950.504
4,10,1042.75,930.133,1090.03,1084.08
4,11,881.8,899.85,921.476,1050.75
4,12,2274.37,877.313,2297.98,936.039
4,13,792.118,880.361,810.71,912.564
4,17,885.877,897.345,910.674,961.82
4,18,471.187,857.812,981.584,1039.1
4,19,853.631,765.893,2611.67,1095.46
4,21,1537.79,953.351,1624.3,1104.16
4,22,756.053,1038.15,773.594,1079.68
4,24,1010.99,839.6,1043.03,938.853
4,25,165.144,797.619,1485.96,1122.65
4,26,831.833,863.125,869.705,982.245
4,27,599.265,869.74,637.247,964.803
4,28,539.281,896.075,590.46,1045.92
4,29,776.439,907.291,811.1,951.84
4,30,587.58,874.121,608.138,963.778
4,31,795.155,877.068,820.365,925.539
4,33,2309.58,858.485,2334.55,928.577
4,34,805.299,876.037,833.547,972.069
4,35,887.554,898.354,918.603,992.863
4,36,590.389,862.743,644.076,999.384
4,37,879.961,1014.87,912.547,1055.83
4,38,813.956,866.261,850.532,979.81
4,39,525.151,877.797,543.294,984.665
4,40,526.212,891.118,553.291,1022.62
4,41,592.107,872.021,620.088,958.331
4,42,1014.71,840.298,1036.89,893.636
4,43,1604.35,954.832,1624.31,1005.37
5,1,1255.98,874.854,1314.7,1003.2
5,2,1488.8,877.211,1513.97,935.919
5,3,794.175,870.567,821.66,956.143
5,4,280.013,739.412,2565.98,1252.64
5,5,770.616,909.288,815.545,1032.66
5,6,2324.53,842.437,2362.51,933.272
5,7,2311.23,855.822,2341.88,930.017
5,8,783.817,892.417,821.859,1002.73
5,9,1127.71,848.302,1162.81,950.464
5,10,1041.7,930.397,1091.38,1084.77
5,11,887.08,898.438,924.382,1048.9
5,12,2274.83,877.858,2298.44,935.349
5,13,786.26,886.034,811.505,925.059
5,17,886.906,896.366,912.363,956.893
5,18,429.581,762.436,1206.26,1130.21
5,19,878.719,769.89,2588.68,1111.02
5,21,1545.42,952.429,1636.57,1103.88
5,22,761.397,1039.72,776.586,1076.52
5,23,325.559,806.345,1948.24,1102.31
5,24,1013.48,838.865,1044.43,943.483
5,25,55.5464,790.094,1437.32,1167.52
5,26,830.94,864.086,870.517,980.127
5,27,600.267,868.61,638.53,970.294
5,28,540.156,892.956,591.878,1045.87
5,29,784.981,893.293,816.276,940.158
5,31,794.959,876.585,818.784,922.898
5,33,2304.34,864.653,2330.95,928.836
5,37,882.615,1020.43,914.141,1056.8
5,39,525.038,876.838,542.581,979.779
5,40,526.042,895.005,557.127,1025.42
5,42,1015.42,840.744,1037.86,905.917
5,44,799.164,874.725,816.058,908.972
6,1,1255.7,876.792,1314.34,1003.61
6,2,1493.64,881.983,1519.47,938.301
6,3,793.697,880.578,824.047,975.965
6,4,309.229,591.71,2505.43,1149.33
6,5,770.388,906.009,817.792,1047.32
6,6,2326.83,841.633,2362.44,932.673
6,7,2309.14,857.559,2339.41,929.878
6,8,774.523,925.692,811.317,1015.36
6,9,1127.44,848.406,1162.92,950.555
6,10,1042.33,931.585,1092.54,1083.9
6,11,888.302,897.831,923.063,1038.7
6,12,2275.88,875.752,2299.52,934.661
6,13,785.879,891.547,810.644,930.813
6,17,887.896,897.312,914.111,969.666
6,18,440.523,765.323,1196.06,1132.24
6,19,816.329,760.567,2581.16,1098.32
6,21,1561.2,950.496,1642.59,1097.27
6,23,349.092,798.682,2008.14,1105.91
6,24,1013.82,839.794,1043.31,939.89
6,26,830.019,865.933,870.39,980.703
6,27,602.061,868.526,640.056,965.231
6,28,542.583,893.312,592.416,1047.39
6,31,796.088,885.782,819.962,938.05
6,34,803.437,882.859,828.44,945.42
6,36,594.002,861.361,648.872,1000.78
6,37,885.699,1020.67,914.239,1058.75
6,38,814.712,869.351,846.56,962.751
6,39,526.945,911.517,545.694,969.023
6,40,527.104,887.48,549.194,1007.77
6,42,1017.37,841.29,1039.36,899.426
6,45,1011.31,886.376,1043.98,949.017
6,46,488.593,860.045,970.516,1040.58
7,1,1255.17,873.269,1315.63,1005.59
7,2,1484.34,881.013,1524.66,945.515
7,3,798.544,921.213,820.669,981.637
7,4,276.594,618.207,2504.09,1138.81
