frame,id,x1,y1,x2,y2
1,1,1232.69,652.156,1271.61,756.029
1,2,58.7954,714.76,106.757,941.081
1,3,845.062,697.687,894.052,824.29
1,4,1122.45,662.541,1148.7,751.154
1,5,737.787,573.787,749.523,599.066
1,6,612.715,579.384,634.2,627.613
1,7,353.796,695.102,402.981,825.999
1,8,878.576,482.105,893.873,510.06
1,9,701.129,773.37,760.855,953.139
1,10,998.523,660.405,1031.83,764.892
1,11,1010.25,481.849,1027.18,520.709
1,12,970.641,669.885,1001.82,767.923
1,13,1176.38,656.027,1203.67,748.644
1,14,676.565,570.946,697.527,626.48
1,15,247.011,566.616,260.314,610.898
1,16,988.371,477.582,1004.03,506.325
1,17,719.149,715.305,738.312,749.582
1,18,1279.66,720.031,1316.57,838.819
1,19,1165.57,652.009,1189.67,747.03
1,20,1144.75,656.18,1172.26,741.729
1,21,243.073,908.938,345.558,1077.18
1,22,218.15,531.539,739.627,966.487
1,23,557.434,626.453,1535.32,863.287
1,24,253.677,550.03,1379.98,898.239
1,25,63.1465,430.337,1208.41,618.479
1,26,483.062,553.836,1907.11,1037.21
1,27,57.2855,282.65,1080.35,892.79
1,28,307.913,764.576,419.513,1000.06
1,29,1052.01,663.083,1085.76,764.372
1,30,175.73,126.455,1871.08,942.466
1,31,345.237,714.828,409.018,916.75
1,32,54.0798,415.563,1549.13,980.734
1,33,635.659,577.786,659.138,628.987
1,34,598.548,576.444,613.992,624.005
1,35,895.369,481.524,909.553,511.221
1,36,662.324,583.176,682.437,625.899
1,37,504.735,573.375,518.265,615.407
1,38,725.183,624.85,752.656,713.225
1,39,684.703,580.94,700.452,624.853
1,40,665.947,567.121,687.255,624.076
1,41,150.555,541.281,170.721,610.166
1,42,605.024,578.17,625.613,623.741
2,1,1232.83,652.523,1271.81,755.318
2,2,57.3731,712.743,107.156,941.339
2,3,844.744,698.137,894.189,824.938
2,4,1122.65,663.146,1148.3,751.329
2,5,740.039,579.924,749.52,602.228
2,6,612.748,580.621,633.204,627.203
2,7,352.526,695.29,399.861,852.305
2,8,878.523,481.494,896.525,511.089
2,9,698.828,772.452,762.848,955.215
2,10,999.196,661.355,1030.91,759.569
2,11,1009.19,481.495,1026.89,520.792
2,12,968.026,669.996,998.6,763.775
2,13,1176.77,655.914,1204.17,748.911
2,14,675.831,569.559,697.49,624.948
2,15,246.35,563.026,262.537,611.518
2,16,987.188,478.377,1004.89,508.887
2,17,721.839,715.335,738.488,736.37
2,18,1278.88,719.621,1316.18,837.876
2,19,1164.48,651.928,1190.18,747.675
2,20,1144.94,657.096,1171.33,741.315
2,21,262.559,910.426,346.739,1072.42
2,22,34.6632,425.809,799.184,1047.99
2,23,535.891,624.432,1538.85,859.541
2,24,266.463,549.545,1380.37,892.879
2,25,51.0028,418.713,1182.39,614.243
2,26,393.337,544.476,1906.81,1035.1
2,27,57.6149,289.49,1108.63,889.712
2,28,304.61,767.026,398.276,996.176
2,29,1051.23,664.023,1085.98,764.652
2,30,410.694,287.762,1819.31,931.918
2,31,339.169,729.984,398.562,948.278
2,32,54.0571,435.953,1551.48,970.892
2,33,634.715,575.624,659.079,629.37
2,34,597.851,573.752,613.204,624.294
2,35,894.089,479.843,910.041,511.432
2,36,661.135,583.835,682.193,625.031
2,37,507.167,573.06,519.384,611.144
2,38,725.94,628.772,754.34,730.693
2,39,683.139,579.383,700.857,624.129
2,40,666.867,566.87,686.751,623.909
2,41,149.611,541.781,170.603,606.129
2,43,619.227,819.226,628.793,829.574
2,44,1152.7,654.686,1182.94,740.902
2,45,976.561,667.562,1015.7,766.946
2,46,1019.77,483.442,1038.45,523.63
2,47,75.6183,632.425,428.991,1005.51
2,48,1030.4,488.35,1044.68,523.128
3,1,1233.0,652.342,1271.99,755.934
3,2,55.8747,712.271,107.027,943.655
3,3,845.116,699.182,894.634,824.835
3,4,1122.38,666.535,1147.35,752.639
3,5,738.557,584.138,752.293,605.188
3,6,612.926,577.605,632.921,627.863
3,7,353.97,696.696,400.552,853.484
3,9,698.282,775.61,761.734,957.054
3,10,997.177,660.737,1031.4,764.667
3,11,1009.25,481.852,1027.47,520.85
3,12,962.134,668.067,996.115,775.543
3,13,1176.68,655.914,1204.03,748.745
3,14,675.078,567.382,697.265,624.779
3,15,247.224,563.367,262.558,610.966
3,16,988.108,478.062,1006.09,503.029
3,17,723.105,713.651,740.0,737.26
3,18,1275.83,721.603,1317.8,836.098
3,19,1163.76,652.143,1189.0,746.899
3,20,1145.62,656.359,1168.27,739.192
3,21,277.681,902.962,379.943,1074.54
3,22,234.92,548.005,873.36,956.76
3,23,480.272,626.368,1513.18,803.316
3,24,331.681,547.47,1390.2,852.9
3,26,491.384,553.426,1903.4,1034.0
3,27,65.0358,213.135,1140.13,814.703
3,28,305.325,792.47,387.314,988.786
3,29,1050.1,664.258,1085.61,764.417
3,30,431.218,291.831,1814.45,935.172
3,32,50.0029,434.142,1505.25,967.589
3,33,635.614,576.154,658.242,629.011
3,34,597.637,571.84,613.183,625.065
3,35,894.685,480.703,910.387,511.421
3,36,659.711,579.264,680.519,625.905
3,37,508.225,575.14,518.658,614.162
3,38,723.338,629.04,757.645,737.997
3,39,682.78,576.227,700.668,624.177
3,40,667.049,565.553,686.748,624.054
3,41,148.64,540.338,170.363,609.495
3,44,1134.9,653.576,1180.2,751.68
3,45,982.619,666.324,1021.31,772.098
3,47,64.6052,638.81,416.449,968.782
3,49,651.141,565.599,698.072,628.602
3,50,653.508,585.304,673.825,626.771
3,51,307.412,765.7,368.185,932.248
3,52,304.639,900.234,392.138,1001.97
3,53,724.702,746.105,739.842,759.74
4,1,1233.12,652.63,1272.12,754.789
4,2,55.7503,711.679,105.649,941.796
4,3,845.791,696.645,894.767,824.431
4,4,1121.47,668.976,1146.74,751.573
4,6,613.086,578.656,633.09,628.297
4,7,354.154,698.426,402.82,857.815
4,9,696.558,775.375,760.123,962.198
4,10,997.224,660.975,1030.83,765.711
4,11,1009.31,482.398,1027.22,520.68
4,12,959.596,666.519,995.007,772.947
